"","iso2c","country","internet_users","year","iso3c","region","capital","longitude","latitude","income","lending"
"273","8S","South Asia",20.08130004,2018,"SAS","Aggregates","","","","Aggregates","Aggregates"
"274","8S","South Asia",29.5030395469116,2017,"SAS","Aggregates","","","","Aggregates","Aggregates"
"275","8S","South Asia",20.4241391305161,2016,"SAS","Aggregates","","","","Aggregates","Aggregates"
"276","8S","South Asia",16.2234730219695,2015,"SAS","Aggregates","","","","Aggregates","Aggregates"
"277","8S","South Asia",NA,1988,"SAS","Aggregates","","","","Aggregates","Aggregates"
"278","8S","South Asia",NA,1987,"SAS","Aggregates","","","","Aggregates","Aggregates"
"279","8S","South Asia",NA,1986,"SAS","Aggregates","","","","Aggregates","Aggregates"
"280","8S","South Asia",NA,1985,"SAS","Aggregates","","","","Aggregates","Aggregates"
"281","8S","South Asia",NA,1984,"SAS","Aggregates","","","","Aggregates","Aggregates"
"282","8S","South Asia",NA,1970,"SAS","Aggregates","","","","Aggregates","Aggregates"
"283","8S","South Asia",NA,1969,"SAS","Aggregates","","","","Aggregates","Aggregates"
"284","8S","South Asia",NA,1968,"SAS","Aggregates","","","","Aggregates","Aggregates"
"285","8S","South Asia",NA,1967,"SAS","Aggregates","","","","Aggregates","Aggregates"
"286","8S","South Asia",NA,1966,"SAS","Aggregates","","","","Aggregates","Aggregates"
"287","8S","South Asia",NA,1965,"SAS","Aggregates","","","","Aggregates","Aggregates"
"288","8S","South Asia",NA,1964,"SAS","Aggregates","","","","Aggregates","Aggregates"
"289","8S","South Asia",NA,1963,"SAS","Aggregates","","","","Aggregates","Aggregates"
"290","8S","South Asia",19.0593018778098,2014,"SAS","Aggregates","","","","Aggregates","Aggregates"
"291","8S","South Asia",13.7606188573742,2013,"SAS","Aggregates","","","","Aggregates","Aggregates"
"292","8S","South Asia",11.5311286506713,2012,"SAS","Aggregates","","","","Aggregates","Aggregates"
"293","8S","South Asia",NA,1972,"SAS","Aggregates","","","","Aggregates","Aggregates"
"294","8S","South Asia",NA,1971,"SAS","Aggregates","","","","Aggregates","Aggregates"
"295","8S","South Asia",NA,1980,"SAS","Aggregates","","","","Aggregates","Aggregates"
"296","8S","South Asia",NA,1979,"SAS","Aggregates","","","","Aggregates","Aggregates"
"297","8S","South Asia",NA,1978,"SAS","Aggregates","","","","Aggregates","Aggregates"
"298","8S","South Asia",NA,1977,"SAS","Aggregates","","","","Aggregates","Aggregates"
"299","8S","South Asia",NA,1962,"SAS","Aggregates","","","","Aggregates","Aggregates"
"300","8S","South Asia",NA,1961,"SAS","Aggregates","","","","Aggregates","Aggregates"
"301","8S","South Asia",NA,1960,"SAS","Aggregates","","","","Aggregates","Aggregates"
"302","8S","South Asia",NA,1973,"SAS","Aggregates","","","","Aggregates","Aggregates"
"303","8S","South Asia",NA,1976,"SAS","Aggregates","","","","Aggregates","Aggregates"
"304","8S","South Asia",NA,1975,"SAS","Aggregates","","","","Aggregates","Aggregates"
"305","8S","South Asia",NA,1974,"SAS","Aggregates","","","","Aggregates","Aggregates"
"306","AD","Andorra",NA,1978,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"307","AD","Andorra",NA,1977,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"308","AD","Andorra",NA,1974,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"309","AD","Andorra",NA,1973,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"310","AD","Andorra",NA,1976,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"311","AD","Andorra",NA,1975,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"312","AD","Andorra",NA,1979,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"313","AD","Andorra",0,1992,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"314","AD","Andorra",0,1991,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"315","AD","Andorra",0,1990,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"316","AD","Andorra",NA,1989,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"317","AD","Andorra",NA,1988,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"318","AD","Andorra",NA,1987,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"319","AD","Andorra",NA,1986,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"320","AD","Andorra",NA,1985,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"321","AD","Andorra",NA,1984,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"322","AD","Andorra",NA,1983,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"323","AD","Andorra",NA,1982,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"324","AD","Andorra",NA,1981,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"325","AD","Andorra",NA,1980,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"326","AD","Andorra",NA,2020,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"327","AD","Andorra",NA,2019,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"328","AD","Andorra",NA,2018,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"329","AD","Andorra",91.56746703,2017,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"330","AD","Andorra",97.93063712,2016,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"331","AD","Andorra",96.91,2015,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"332","AD","Andorra",95.9,2014,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"333","AD","Andorra",NA,1972,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"334","AD","Andorra",NA,1971,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"335","AD","Andorra",NA,1970,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"336","AD","Andorra",NA,1969,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"337","AD","Andorra",NA,1968,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"338","AD","Andorra",NA,1967,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"339","AD","Andorra",NA,1966,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"340","AD","Andorra",NA,1965,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"341","AD","Andorra",NA,1964,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"342","AD","Andorra",NA,1963,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"343","AD","Andorra",NA,1962,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"344","AD","Andorra",NA,1961,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"345","AD","Andorra",NA,1960,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"346","AD","Andorra",10.53883561,2000,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"347","AD","Andorra",7.635686143,1999,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"348","AD","Andorra",6.886209218,1998,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"349","AD","Andorra",3.050175385,1997,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"350","AD","Andorra",1.526601023,1996,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"351","AD","Andorra",0,1995,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"352","AD","Andorra",0,1994,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"353","AD","Andorra",0,1993,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"354","AD","Andorra",48.936847,2006,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"355","AD","Andorra",37.60576622,2005,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"356","AD","Andorra",26.83795439,2004,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"357","AD","Andorra",13.54641288,2003,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"358","AD","Andorra",11.26046872,2002,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"359","AD","Andorra",NA,2001,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"360","AD","Andorra",94,2013,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"361","AD","Andorra",86.43442462,2012,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"362","AD","Andorra",81,2011,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"363","AD","Andorra",81,2010,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"364","AD","Andorra",78.53,2009,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"365","AD","Andorra",70.04,2008,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"366","AD","Andorra",70.87,2007,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"367","AE","United Arab Emirates",NA,2020,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"368","AE","United Arab Emirates",99.14999796,2019,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"369","AE","United Arab Emirates",98.45000178,2018,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"370","AE","United Arab Emirates",94.81992254,2017,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"371","AE","United Arab Emirates",90.60000732,2016,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"372","AE","United Arab Emirates",90.5,2015,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"373","AE","United Arab Emirates",90.4,2014,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"374","AE","United Arab Emirates",88,2013,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"375","AE","United Arab Emirates",84.9999915,2012,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"376","AE","United Arab Emirates",78,2011,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"377","AE","United Arab Emirates",68,2010,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"378","AE","United Arab Emirates",64,2009,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"379","AE","United Arab Emirates",63,2008,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"380","AE","United Arab Emirates",61,2007,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"381","AE","United Arab Emirates",52,2006,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"382","AE","United Arab Emirates",40,2005,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"383","AE","United Arab Emirates",30.13129617,2004,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"384","AE","United Arab Emirates",29.47795341,2003,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"385","AE","United Arab Emirates",28.31648531,2002,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"386","AE","United Arab Emirates",26.2717542,2001,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"387","AE","United Arab Emirates",23.62530088,2000,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"388","AE","United Arab Emirates",14.94269899,1999,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"389","AE","United Arab Emirates",6.908302986,1998,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"390","AE","United Arab Emirates",3.295592694,1997,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"391","AE","United Arab Emirates",0.375393534,1996,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"392","AE","United Arab Emirates",0.102939175,1995,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"393","AE","United Arab Emirates",0,1994,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"394","AE","United Arab Emirates",0,1993,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"395","AE","United Arab Emirates",0,1992,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"396","AE","United Arab Emirates",0,1991,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"397","AE","United Arab Emirates",0,1990,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"398","AE","United Arab Emirates",NA,1989,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"399","AE","United Arab Emirates",NA,1988,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"400","AE","United Arab Emirates",NA,1987,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"401","AE","United Arab Emirates",NA,1986,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
